# p1 - c3 sync,c3 - p1
<<<<<<< HEAD
16113.88397,98.49787
12.23707,25.77090
12.29095,25.85292
12.07995,24.03402
17.76600,33.49590
12.58993,23.31400
15.87582,26.83997
15.81001,22.87889
11.81507,23.35811
13.30209,23.08917
68.16792,24.03903
13.87000,24.58119
16.42203,23.37098
12.04705,24.44506
17.17782,22.01295
17.33804,29.85001
2218.18590,22.82691
211.26604,22.88198
12.24899,23.00811
15.72990,25.59114
16.95085,186.86700
12.64811,23.62514
14.20093,25.71487
988.68012,38.99288
17.01212,23.13495
12.31003,183.77805
12.47597,24.32489
14.63199,23.90814
907.49502,181.55909
12.97116,22.98093
12.25209,24.83892
23.95415,184.93009
12.04109,27.64010
12.39800,23.02289
12.58397,25.12288
13.14902,183.51102
13.50307,23.03219
11.33990,22.33291
11.90805,23.83089
12.01081,23.89789
1525.15817,37.28485
12.39681,26.45898
13.08799,185.29892
11.84416,23.20814
12.74300,45.58516
13.20004,24.79696
29.79589,22.25709
12.38608,25.69389
62.73913,45.84098
19.71197,26.00598
12.74705,29.31309
15.83505,24.18184
12.20512,23.41294
12.06613,22.12405
12.92610,27.79889
17.64607,23.95701
13.85999,22.71509
30.86901,23.82898
12.13408,23.36097
20.90597,23.84186
16.83903,39.59894
14.68921,30.03907
16.07013,23.10205
14.69302,25.69103
33.04386,23.21601
86.29298,24.54591
14.65893,23.68402
19.92917,23.51594
13.10515,22.82095
18.02993,24.78004
13.19098,24.07980
12.84504,23.80490
13.05103,24.26100
16.04414,29.13213
27.96388,22.00723
11.82389,23.14591
15.91086,25.53201
12.33506,24.99986
12.21299,30.09200
15.84792,22.45688
17.56310,42.39893
19.10305,34.22403
11.85012,25.02513
36.63707,23.02289
70.88304,23.57984
18.12005,23.13685
12.61115,22.99404
14.14895,22.22395
192.34395,24.24502
14.05907,29.09493
12.30288,23.48304
16.70194,227.83303
16.89601,49.52717
12.37798,23.03290
16.41798,30.00593
12.57515,23.21696
12.75110,23.22888
98.99497,186.39898
11.94501,24.65391
12.57086,23.69714
12.11596,22.94207
12.09378,22.33696
12.46095,24.05000
18.26501,24.07813
13.12900,22.70889
11.97290,22.16792
12.53390,22.21107
13.44299,263.18598
139.25910,43.28179
13.10205,185.07695
13.64183,23.76509
12.68697,22.98117
13.47995,195.48392
11.49797,22.58897
12.96210,23.84496
12.23803,22.83192
17.21716,23.60106
68.21895,23.86403
12.48693,25.82407
14.09817,194.98205
20.43700,24.19806
13.72814,23.69189
11.55305,22.85910
